,Unnamed: 0,totalprice,unitprice,shoufu,structure,jianzhumianji,shiyongmianji,shijianratio,year,totalfloor,louceng,chaoxiang,zhuangxiu,zhuzhiaweizhi,dis,y1,y2,c1,c2,x1,x2,sqjuli,fsqjuli
472,472,255.0,21679.0,76,"[u'3', u'2', u'1', u'2']",117.0,115.0,0.9829059829059829,2005,7,2,None,3,"(24.49192, 118.04005)",海沧区,31.0,40.0,11.0,11.0,11.0,11.0,"[5796.640897047501, 7906.65484866353, 8848.477991815764, 604.2874569156053, 9399.710841526468, 13868.605893884827, 12268.572866984894, 8463.702931170943, 7878.54897593391, 7668.986078756205, 7668.986078756205, 10552.020925887493, 1543.8285694072395, 19878.210578966176, 25056.55358005807, 903.9193799619991]","[4920.5384889042925, 5594.763083438272, 14337.413177846527, 15679.859752459584, 8773.26462140672]"
473,473,185.0,18687.0,55,"[u'3', u'2', u'1', u'2']",99.0,,None,2008,7,1,None,4,"(24.72095, 118.15012)",同安区,43.0,81.0,12.0,12.0,34.0,17.0,"[30508.451052703025, 28264.67275819366, 24483.011693700595, 27140.447394207396, 24981.768240221416, 24043.588528549888, 27317.48508185824, 27107.816125045887, 32159.42916519036, 28631.294475501905, 28631.294475501905, 17282.066613976025, 29235.019482165982, 20327.96748487213, 3249.601760705752, 28385.92832657422]","[28050.589809264147, 26168.209619269255, 22445.619965600657, 25852.220683295418, 24894.647953492506]"
474,474,730.0,54888.0,219,"[u'3', u'2', u'1', u'2']",133.0,132.0,0.9924812030075187,2009,28,1,None,4,"(24.48476, 118.1651)",思明区,27.0,122.0,28.0,14.0,12.0,31.0,"[9422.148920667883, 5548.412199585231, 4277.208926545131, 12706.582560188126, 3513.324259911911, 2523.1416379091247, 1269.1771239559769, 4435.0518471140285, 9464.671277100624, 6013.723638067175, 6013.723638067175, 12273.161477651183, 13522.878013370082, 9528.326005180308, 24759.55136760627, 13507.525255547083]","[8207.890003098926, 7109.042251164053, 4115.409088708162, 3086.6880496105514, 4158.564123344558]"
475,475,205.0,46591.0,61,"[u'3', u'2', u'1', u'1']",44.0,43.0,0.9772727272727273,2005,11,3,6,3,"(24.48819, 118.02689)",海沧区,17.0,41.0,11.0,11.0,14.0,14.0,"[6517.99084782212, 9063.693048531026, 10223.945245574492, 1713.1107570275146, 10757.658860752255, 15241.329279548774, 13535.201986727401, 9718.696848944099, 8483.916799151746, 8785.069554788328, 8785.069554788328, 11625.021550305963, 1013.9037397933697, 21273.87903933412, 25917.622273457535, 510.74449644978694]","[6059.5907380097615, 6928.3872898621175, 15729.628969760819, 17016.956073952988, 10137.20781667239]"
476,476,900.0,47121.0,270,"[u'4', u'2', u'1', u'3']",191.0,190.0,0.9947643979057592,2008,28,3,None,5,"(24.48476, 118.1651)",思明区,27.0,122.0,28.0,14.0,12.0,31.0,"[9422.148920667883, 5548.412199585231, 4277.208926545131, 12706.582560188126, 3513.324259911911, 2523.1416379091247, 1269.1771239559769, 4435.0518471140285, 9464.671277100624, 6013.723638067175, 6013.723638067175, 12273.161477651183, 13522.878013370082, 9528.326005180308, 24759.55136760627, 13507.525255547083]","[8207.890003098926, 7109.042251164053, 4115.409088708162, 3086.6880496105514, 4158.564123344558]"
477,477,168.0,13771.0,50,"[u'3', u'2', u'1', u'2']",122.0,,None,2015,18,2,None,1,"(24.77326, 118.137)",同安区,24.0,24.0,7.0,7.0,12.0,12.0,"[35921.4057902328, 33898.42595581632, 30180.796699739694, 32084.50389235211, 30716.707536354224, 29956.283749006536, 33173.85639613748, 32787.69672864885, 37662.61661817566, 34243.855060402464, 34243.855060402464, 22526.874828791046, 34163.67366414708, 26214.10108841663, 7691.633074132593, 33279.3128001379]","[33474.11696229837, 31649.002736633855, 28367.3574964674, 31790.7347083953, 30591.716366186563]"
478,478,798.0,56233.0,239,"[u'4', u'2', u'1', u'1']",141.0,141.0,1.0,2007,31,1,None,4,"(24.47957, 118.10945)",思明区,18.0,91.0,44.0,26.0,71.0,30.0,"[4257.68719595248, 1348.7523664369269, 2949.1412351227623, 7261.526108329874, 2974.6392676806854, 7328.462867359031, 5112.011720270009, 1297.3545093228743, 5263.368820835566, 1602.0555434210653, 1602.0555434210653, 10576.419377157239, 7872.7868897589415, 14149.509947023664, 25006.424385161336, 7923.2449110398975]","[2547.226710281557, 1855.7957994269764, 8276.100991465428, 8740.18397210341, 2605.8532264542246]"
479,479,445.0,44279.0,133,"[u'3', u'2', u'1', u'1']",100.0,99.0,0.99,2000,7,2,3,2,"(24.47336, 118.15401)",思明区,19.0,98.0,30.0,17.0,55.0,29.0,"[7947.866034832498, 4146.835595656014, 4117.298100095403, 11809.217465180156, 3309.455443032557, 4177.132535795381, 577.139724467838, 3272.3117554626274, 7832.179816349846, 4574.194033620076, 4574.194033620076, 12729.112236831059, 12413.07114454501, 11218.238774887854, 25844.888095078986, 12491.672680081725]","[7012.038194036345, 6242.269263976017, 5710.653043464102, 4574.884433479916, 3850.9058807842894]"
480,480,1350.0,53087.0,405,"[u'4', u'2', u'1', u'3']",254.0,253.0,0.9960629921259843,2012,28,1,3,4,"(24.49185, 118.16236)",湖里区,41.0,130.0,29.0,14.0,14.0,32.0,"[9490.132379953444, 5611.812022026926, 3743.545292187027, 12366.695610748513, 3042.9386896566275, 2031.1506419433867, 1944.6667909426308, 4380.620300366999, 9715.888478569566, 6096.013807647938, 6096.013807647938, 11478.993839092054, 13298.011306655635, 9131.380418528111, 23938.657184932727, 13227.698754234714]","[8078.807772455539, 6809.2222503055755, 3499.2973658215333, 3283.005789825603, 3692.6277737693003]"
481,481,420.0,43246.0,126,"[u'3', u'2', u'1', u'2']",97.0,97.0,1.0,2000,6,1,None,3,"(24.47336, 118.15401)",思明区,19.0,98.0,30.0,17.0,55.0,29.0,"[7947.866034832498, 4146.835595656014, 4117.298100095403, 11809.217465180156, 3309.455443032557, 4177.132535795381, 577.139724467838, 3272.3117554626274, 7832.179816349846, 4574.194033620076, 4574.194033620076, 12729.112236831059, 12413.07114454501, 11218.238774887854, 25844.888095078986, 12491.672680081725]","[7012.038194036345, 6242.269263976017, 5710.653043464102, 4574.884433479916, 3850.9058807842894]"
482,482,278.0,39155.0,83,"[u'3', u'2', u'1', u'1']",71.0,70.0,0.9859154929577465,2002,7,3,5,5,"(24.47935, 118.16122)",思明区,28.0,109.0,27.0,16.0,11.0,31.0,"[8845.19036364174, 4995.95912398582, 4231.27698882586, 12398.221824030612, 3429.6059498904297, 3235.7259803382703, 564.7638801553394, 3974.624272256705, 8804.579302677188, 5446.21181321567, 5446.21181321567, 12539.632314581173, 13120.79853060951, 10240.747310880008, 25287.29434074169, 13147.724056309948]","[7756.958658361679, 6796.360627631026, 4812.656058786417, 3640.526006806994, 4047.3816992158227]"
483,483,420.0,43246.0,126,"[u'3', u'2', u'1', u'2']",97.0,97.0,1.0,2000,6,1,None,3,"(24.47336, 118.15401)",思明区,19.0,98.0,30.0,17.0,55.0,29.0,"[7947.866034832498, 4146.835595656014, 4117.298100095403, 11809.217465180156, 3309.455443032557, 4177.132535795381, 577.139724467838, 3272.3117554626274, 7832.179816349846, 4574.194033620076, 4574.194033620076, 12729.112236831059, 12413.07114454501, 11218.238774887854, 25844.888095078986, 12491.672680081725]","[7012.038194036345, 6242.269263976017, 5710.653043464102, 4574.884433479916, 3850.9058807842894]"
484,484,278.0,39155.0,83,"[u'3', u'2', u'1', u'1']",71.0,70.0,0.9859154929577465,2002,7,3,5,5,"(24.47935, 118.16122)",思明区,28.0,109.0,27.0,16.0,11.0,31.0,"[8845.19036364174, 4995.95912398582, 4231.27698882586, 12398.221824030612, 3429.6059498904297, 3235.7259803382703, 564.7638801553394, 3974.624272256705, 8804.579302677188, 5446.21181321567, 5446.21181321567, 12539.632314581173, 13120.79853060951, 10240.747310880008, 25287.29434074169, 13147.724056309948]","[7756.958658361679, 6796.360627631026, 4812.656058786417, 3640.526006806994, 4047.3816992158227]"
485,485,400.0,44944.0,120,"[u'3', u'2', u'1', u'2']",89.0,87.0,0.9775280898876404,2007,18,2,5,4,"(24.48052, 118.15506)",思明区,33.0,122.0,30.0,17.0,11.0,35.0,"[8303.173012919442, 4433.3313754067, 3651.3019084177627, 11761.081347147512, 2842.2954119925807, 3466.9000921781667, 810.3163738679341, 3361.1840322804132, 8362.595523997685, 4895.50810661394, 4895.50810661394, 12096.308617426608, 12495.99662864966, 10551.874407641882, 25071.264422055003, 12515.30992867043]","[7144.121273877157, 6158.891711197366, 4954.47684059937, 4191.004309687297, 3444.938631209188]"
486,486,155.0,35228.0,46,"[u'2', u'2', u'1', u'2']",44.0,43.0,0.9772727272727273,2016,9,3,3,1,"(24.4924, 118.16944)",湖里区,29.0,121.0,27.0,12.0,11.0,28.0,"[10162.293724915078, 6280.004587096721, 4425.418255298532, 13080.763207218708, 3747.016302720288, 1569.726660059623, 2222.8086430760286, 5075.903715623365, 10317.277864914273, 6759.367923112505, 6759.367923112505, 11884.589822894777, 14018.180819585645, 8599.143487645544, 24008.140732942215, 13946.773837801766]","[8791.558735487846, 7528.401459724928, 3175.9238601539973, 2568.179005496262, 4394.436879326984]"
487,487,400.0,49814.0,120,"[u'3', u'2', u'1', u'2']",80.0,79.0,0.9875,2011,16,3,None,3,"(24.48849, 118.09796)",思明区,12.0,78.0,41.0,18.0,64.0,22.0,"[4351.679250389147, 2766.2736682566297, 3231.70411093202, 5906.46129173224, 3615.722154102885, 8134.196045018061, 6435.290665031302, 2726.0161580695312, 5877.223946977655, 2854.3131640984657, 2854.3131640984657, 9470.955137455294, 6769.889835477345, 14638.71873256658, 24115.35608366757, 6695.102001974706]","[2012.3110964066134, 330.9129802887132, 8843.408895793555, 9814.333740004759, 3042.5734960052205]"
488,488,600.0,42858.0,180,"[u'3', u'2', u'1', u'2']",140.0,139.0,0.9928571428571429,2001,9,3,None,3,"(24.48737, 118.09684)",思明区,13.0,71.0,41.0,17.0,65.0,22.0,"[4190.144292596869, 2734.102622857059, 3387.9440287625507, 5816.893905199365, 3755.892203774543, 8273.533305753068, 6517.26211268761, 2777.4288269782896, 5736.72276172427, 2793.816637322291, 2793.816637322291, 9589.72958732209, 6641.4983430757975, 14797.457855908531, 24250.93586568734, 6582.975135527076]","[1844.1862293991837, 344.5834558917105, 8996.912947267187, 9932.309406703718, 3190.7827405194485]"
489,489,328.0,46165.0,98,"[u'3', u'2', u'1', u'1']",71.0,71.0,1.0,2008,29,2,7,4,"(24.47951, 118.08948)",思明区,12.0,61.0,36.0,20.0,64.0,25.0,"[3094.075261388614, 2752.328086936015, 4465.647037488679, 5344.016388437762, 4743.76358266366, 9230.117410827685, 7127.062581947364, 3309.6838123000052, 4802.013329909662, 2605.299912222909, 2605.299912222909, 10459.514245575034, 5848.6053081040845, 15872.972386439194, 25206.53550362496, 5921.709256058207]","[697.794001440726, 1308.9318906967349, 10041.996477782057, 10747.461781664588, 4227.763646447162]"
490,490,640.0,46716.0,192,"[u'3', u'2', u'1', u'2']",137.0,136.0,0.9927007299270073,2000,35,2,8,4,"(24.48641, 118.11146)",思明区,22.0,108.0,44.0,25.0,73.0,31.0,"[4940.639423101105, 2052.15788732059, 2237.9081787679556, 7294.1461397881785, 2397.9182559122387, 6875.054846241646, 5052.786784924763, 1453.7329136458304, 6039.541947466624, 2365.2903881152706, 2365.2903881152706, 9865.122489673076, 8105.150915013327, 13567.48397408, 24239.175561882308, 8067.1785560205135]","[2985.501399782332, 1697.1209987397494, 7713.218361175722, 8457.890504530973, 1933.3799775788536]"
491,491,800.0,59702.0,240,"[u'4', u'2', u'1', u'2']",134.0,133.0,0.9925373134328358,2010,32,2,None,4,"(24.48476, 118.1651)",思明区,27.0,122.0,28.0,14.0,12.0,31.0,"[9422.148920667883, 5548.412199585231, 4277.208926545131, 12706.582560188126, 3513.324259911911, 2523.1416379091247, 1269.1771239559769, 4435.0518471140285, 9464.671277100624, 6013.723638067175, 6013.723638067175, 12273.161477651183, 13522.878013370082, 9528.326005180308, 24759.55136760627, 13507.525255547083]","[8207.890003098926, 7109.042251164053, 4115.409088708162, 3086.6880496105514, 4158.564123344558]"
492,492,1100.0,57592.0,330,"[u'4', u'2', u'1', u'3']",191.0,190.0,0.9947643979057592,2009,28,2,None,5,"(24.48476, 118.1651)",思明区,27.0,122.0,28.0,14.0,12.0,31.0,"[9422.148920667883, 5548.412199585231, 4277.208926545131, 12706.582560188126, 3513.324259911911, 2523.1416379091247, 1269.1771239559769, 4435.0518471140285, 9464.671277100624, 6013.723638067175, 6013.723638067175, 12273.161477651183, 13522.878013370082, 9528.326005180308, 24759.55136760627, 13507.525255547083]","[8207.890003098926, 7109.042251164053, 4115.409088708162, 3086.6880496105514, 4158.564123344558]"
493,493,97.0,13288.0,29,"[u'3', u'1', u'1', u'1']",73.0,,None,1990,7,2,None,4,"(24.73102, 118.14711)",同安区,37.0,73.0,11.0,11.0,36.0,17.0,"[31524.76095992944, 29333.929526318487, 25567.132464188326, 28043.095899261178, 26075.67818080452, 25186.32734613145, 28444.159418760242, 28188.276289329115, 33198.14398889827, 29695.408903124735, 29695.408903124735, 18243.650184953203, 30136.278230826036, 21476.644882008222, 3766.023047785674, 29278.110324557096]","[29068.12266255354, 27198.621131634147, 23591.189530027743, 27003.94025583709, 25978.73502693796]"
494,494,588.0,37936.0,176,"[u'3', u'2', u'1', u'2']",155.0,154.0,0.9935483870967742,2007,18,1,None,1,"(24.4786, 118.15432)",思明区,27.0,119.0,31.0,17.0,61.0,33.0,"[8158.0677965828145, 4299.1958511910525, 3730.3640540886395, 11722.936284084097, 2918.494193254115, 3681.3948859600077, 701.0745937854807, 3272.2628622658094, 8177.994238651998, 4754.234551926161, 4754.234551926161, 12240.482881070035, 12422.309570559004, 10759.79478555675, 25272.718540902053, 12457.665510107367]","[7053.708153978723, 6125.726653707744, 5177.467669088538, 4326.644291060813, 3503.0140119126086]"
495,495,768.0,66552.0,230,"[u'3', u'2', u'1', u'2']",115.0,114.0,0.991304347826087,2008,38,2,6,4,"(24.4594, 118.08031)",思明区,18.0,44.0,30.0,14.0,16.0,28.0,"[687.0914039877581, 3499.4901435769707, 6586.4429799849295, 5827.970728014388, 6678.413479609349, 10955.859894043744, 8207.252363162552, 4686.7463174976965, 2697.898074661615, 3056.0087787170573, 3056.0087787170573, 12746.83838679094, 5432.196667048911, 17848.85221077083, 27546.265634183015, 5875.894587753762]","[1771.3282745672282, 3720.8707753495128, 11972.50375121999, 12121.662253554565, 6278.215643121932]"
496,496,197.0,35179.0,59,"[u'2', u'2', u'1', u'1']",56.0,55.0,0.9821428571428571,2008,9,1,None,4,"(24.50611, 118.11441)",湖里区,34.0,149.0,34.0,17.0,61.0,33.0,"[6871.350707456761, 4224.4213156128335, 1378.7799730128293, 7553.469997227011, 2165.16284128767, 6254.143850863251, 5764.401958645069, 3254.952834082356, 8186.307699883299, 4565.353488894056, 4565.353488894056, 7810.134487172798, 8852.14533402688, 12283.364213389877, 22045.913195933972, 8584.254065955452]","[4579.114500676787, 2632.8410289021126, 6639.832107592731, 8308.83185724432, 1562.8021378699195]"
497,497,210.0,19627.0,63,"[u'3', u'2', u'0', u'2']",107.0,106.0,0.9906542056074766,2009,7,1,None,3,"(24.56925, 118.04761)",集美区,58.0,108.0,9.0,9.0,22.0,16.0,"[13217.074551577074, 13055.767769650543, 11027.37585938221, 7995.487554451249, 11839.389988295943, 14828.193755679264, 15456.96141660221, 12650.806444544784, 15306.97003294117, 13144.560017367563, 13144.560017367563, 4639.488770406474, 9992.027705067972, 18121.844067493003, 16869.154596539694, 9075.239358551382]","[11117.833813712003, 10006.34903302132, 14310.511566431658, 17236.809524944278, 11285.277873752713]"
498,498,398.0,44223.0,119,"[u'3', u'2', u'1', u'1']",90.0,89.0,0.9888888888888889,2001,24,2,None,5,"(24.48629, 118.12482)",思明区,36.0,123.0,42.0,21.0,10.0,32.0,"[5927.759146028616, 2328.7564332683605, 1636.051139005724, 8634.300061827738, 1336.6909133526888, 5604.344912205503, 3757.6732374779867, 1005.5771782203083, 6672.429168029283, 2796.813246034728, 2796.813246034728, 10219.591097598843, 9454.304821497264, 12443.761248563562, 24223.95120833464, 9421.24881495762]","[4244.660570144173, 3030.9203707742786, 6566.480392377329, 7107.7763627251725, 1224.6390448385928]"
499,499,248.0,30850.0,74,"[u'2', u'2', u'1', u'1']",80.0,,None,2013,32,1,5,4,"(24.60455, 118.12297)",集美区,11.0,79.0,8.0,8.0,18.0,18.0,"[17335.513634801464, 15157.520767756487, 11481.905266059566, 14518.2807166875, 12066.055643835702, 12251.929105280153, 14876.95198575371, 14065.375842438738, 18978.58773089567, 15502.747985233053, 15502.747985233053, 4547.0077367895365, 16584.152787696843, 11957.84123954549, 11124.201774412804, 15814.746642981108]","[14877.312031802963, 12985.431855197698, 10912.954276548848, 14513.781358572998, 11890.32200280241]"
500,500,169.0,19883.0,50,"[u'2', u'1', u'1', u'1']",85.0,69.0,0.8117647058823529,2010,35,2,None,4,"(24.619705, 118.128598)",同安区,13.0,27.0,8.0,8.0,16.0,16.0,"[19104.8480604478, 16875.186128915644, 13155.331564260821, 16226.650311096651, 13710.798528329791, 13566.904496618263, 16389.225996486784, 15757.677706743301, 20735.272283686827, 17229.477353216196, 17229.477353216196, 6218.340953876677, 18301.40282934416, 12421.201164687958, 9461.408293267787, 17518.095086721067]","[16646.791638940766, 14748.979254887077, 12137.631650688789, 15737.417937569777, 13565.699619046678]"
501,501,950.0,67376.0,285,"[u'2', u'2', u'1', u'2']",141.0,140.0,0.9929078014184397,2013,30,2,4,5,"(24.47635, 118.18522)",思明区,20.0,51.0,14.0,14.0,33.0,16.0,"[11093.25560723272, 7326.6203867761005, 6519.4276484019465, 14853.038112201844, 5752.514329854139, 3325.2562961382637, 2608.4934357701545, 6404.163127937587, 10786.62631659652, 7746.648536849934, 7746.648536849934, 14275.459740145268, 15559.417022696776, 9194.815990228113, 26092.25615637945, 15599.85878720307]","[10175.308099482088, 9250.396906425733, 4881.002581382299, 1902.274706351122, 6395.018033615891]"
502,502,528.0,44937.0,158,"[u'4', u'2', u'1', u'2']",117.0,116.0,0.9914529914529915,1999,7,1,None,4,"(24.46374, 118.08035)",思明区,18.0,42.0,31.0,15.0,15.0,28.0,"[1160.4592473108492, 3396.4868805266524, 6256.880507772432, 5494.180239424799, 6394.744693219903, 10737.953862465869, 8118.916205507898, 4497.418682138631, 3158.6395464452476, 2989.592873860518, 2989.592873860518, 12268.289096712007, 5250.029169710799, 17577.0444098505, 27071.000991764085, 5629.208276677008]","[1311.7542676163673, 3285.46762817597, 11706.45228640641, 11986.907664565768, 5964.701765372879]"
503,503,308.0,36236.0,92,"[u'2', u'1', u'1', u'1']",85.0,84.0,0.9882352941176471,2000,7,3,None,4,"(24.472, 118.17247)",思明区,29.0,56.0,18.0,18.0,10.0,18.0,"[9726.241281264234, 5991.838770309028, 5632.32019926192, 13669.152857737407, 4829.447706421953, 3694.768500097063, 1336.2927958709424, 5147.4230488597495, 9410.876133510099, 6399.157126456509, 6399.157126456509, 13856.005671264293, 14290.254909951009, 10242.274500461872, 26284.641579919346, 14366.61600212253]","[8887.131713310762, 8084.381738046217, 5341.319960456758, 3097.673801489358, 5442.559988417722]"
504,504,248.0,25834.0,74,"[u'2', u'1', u'1', u'1']",96.0,95.0,0.9895833333333334,2003,6,2,5,4,"(24.56602, 118.0565)",集美区,49.0,89.0,12.0,12.0,26.0,14.0,"[12679.323962899463, 12301.640073052333, 10132.926207151437, 7776.077466090395, 10944.16986230351, 13866.667582285874, 14557.002103769835, 11837.396570196208, 14739.818127540757, 12414.104949759405, 12414.104949759405, 3811.3403763227434, 9829.11641134476, 17188.720228700346, 16807.51148911682, 8931.554900537656]","[10500.567805124914, 9279.200420122721, 13341.572007564577, 16278.868499449523, 10402.229341675858]"
505,505,378.0,60968.0,113,"[u'2', u'1', u'1', u'1']",62.0,61.0,0.9838709677419355,2008,38,1,1,4,"(24.4594, 118.08031)",思明区,18.0,44.0,30.0,14.0,16.0,28.0,"[687.0914039877581, 3499.4901435769707, 6586.4429799849295, 5827.970728014388, 6678.413479609349, 10955.859894043744, 8207.252363162552, 4686.7463174976965, 2697.898074661615, 3056.0087787170573, 3056.0087787170573, 12746.83838679094, 5432.196667048911, 17848.85221077083, 27546.265634183015, 5875.894587753762]","[1771.3282745672282, 3720.8707753495128, 11972.50375121999, 12121.662253554565, 6278.215643121932]"
506,506,216.0,26667.0,64,"[u'3', u'2', u'1', u'2']",81.0,,None,2015,32,2,5,4,"(24.60455, 118.12297)",集美区,11.0,79.0,8.0,8.0,18.0,18.0,"[17335.513634801464, 15157.520767756487, 11481.905266059566, 14518.2807166875, 12066.055643835702, 12251.929105280153, 14876.95198575371, 14065.375842438738, 18978.58773089567, 15502.747985233053, 15502.747985233053, 4547.0077367895365, 16584.152787696843, 11957.84123954549, 11124.201774412804, 15814.746642981108]","[14877.312031802963, 12985.431855197698, 10912.954276548848, 14513.781358572998, 11890.32200280241]"
